stationid	new_part	shahrestan	subbasin_i	Longitude	Latitude	new_elevation
183295	2	225	90	46.52	34.6	1665
183300	2	226	59	45.85	34.5	555
183305	2	230	90	46.617	34.5	1335
183310	2	231	97	47.92	34.5	1487
183315	2	229	57	45.7	34.5	430
183320	2	228	96	47.68	34.48	1343
183325	2	226	59	45.91	34.45	611
183330	2	224	59	45.98	34.46	1161
183335	2	230	88	47	34.467	1305
183340	2	224	47	46.39	34.47	1392
183345	2	230	91	46.7	34.45	1334
183350	2	228	92	47.58	34.45	1295
183355	2	231	97	48.06	34.44	1456
183360	2	230	88	47.05	34.43	1469
183365	2	231	96	47.817	34.433	1663
183370	2	231	97	47.88	34.41	1438
183375	2	224	47	46.36	34.4	1537
183380	2	230	88	46.86	34.4	1321
183385	2	226	59	45.95	34.39	753
183390	2	226	59	46.033	34.383	1171
183395	2	230	88	46.95	34.38	1352
183400	2	232	92	47.43	34.38	1292
183405	2	224	47	46.25	34.38	1635
183410	2	229	57	45.733	34.367	543
183415	2	226	59	45.967	34.367	724
183420	2	232	96	47.617	34.367	1547
183425	2	230	91	46.65	34.35	1418
183430	2	230	88	47.12	34.35	1303
183435	2	224	47	46.417	34.333	1434
183440	2	224	85	46.233	34.283	1569
183445	2	230	91	47	34.28	1593
183450	2	230	88	47.18	34.28	1285
183455	2	230	87	47.390116	34.152144	1248
183460	2	230	92	47.4	34.28	1389
183465	2	234	58	46	34.26	1011
183470	2	226	58	46.05	34.26	1006
183475	2	221	84	46.46	34.26	1625
183480	2	230	88	47.2	34.26	1326
183485	2	232	92	47.56	34.26	1535
183490	2	234	56	45.8	34.25	656
183495	2	234	58	45.96	34.25	873
183500	2	234	56	45.833	34.233	652
183505	2	224	58	46.31	34.19	1635
183510	2	230	91	46.93	34.18	1409
183515	2	230	88	47.3	34.18	1319
183520	2	221	83	46.65	34.17	1502
183525	2	234	56	45.917	34.15	804
183530	2	234	58	46.18	34.13	1187
183535	2	230	91	47	34.13	1465
183540	2	233	49	46.254725	35.180966	1501
183545	2	230	86	47.33	34.11	1848
183550	2	221	83	46.71	34.1	1467
183555	2	234	60	46.1	34.05	1118
183560	2	230	91	47.16	34.09	1506
183565	2	230	86	46.9	34.067	1577
183570	2	221	84	46.6	34.05	1319
183575	2	230	91	47.15	34.05	1563
183580	2	234	58	46.317	34.033	1545
183585	2	234	81	46.43	34.03	1643
183590	2	229	60	45.48	34.02	167
183595	2	221	83	46.78	34.0	1445
183600	2	234	60	45.95	33.98	708
183605	2	230	86	47.24	33.97	1639
183610	2	221	83	46.783	33.933	1306
183615	2	230	86	47.12	33.93	1225
183620	2	229	60	45.73	33.9	415
183625	2	221	82	46.83	33.83	1459
183630	2	221	82	46.96	33.83	1527
184020	2	166	60	46.05986	33.99932	1182
184030	2	166	60	46.28965	33.94168	1325
184040	2	166	60	46.18914	33.92505	1067
184050	2	173	81	46.35588	33.92869	1283
184060	2	173	81	46.46095	33.85108	1193
184070	2	166	60	46.22539	33.83778	1189
184080	2	166	60	46.30379	33.83256	1168
184090	2	165	61	46.11486	33.81203	1223
184100	2	173	86	47.40772	33.81758	1253
184110	2	165	60	45.91071	33.79352	719
184120	2	165	61	46.1559	33.77304	1065
184130	2	173	81	46.5751	33.75984	1026
184140	2	165	60	45.97031	33.74788	750
184150	2	165	61	46.17277	33.74499	923
184160	2	165	61	46.24914	33.74561	1252
184180	2	165	61	46.12163	33.72929	939
184190	2	165	61	46.19841	33.73257	986
184200	2	165	61	47.22358	33.73354	936
184210	2	170	81	46.63562	33.75056	960
184230	2	165	60	46.01628	33.71063	844
184240	2	165	61	46.08906	33.71438	991
184250	2	165	61	46.29253	33.69825	1022
184260	2	173	81	46.69201	33.69365	879
184270	2	165	61	46.05	33.68	895
184280	2	173	81	46.8	33.667	886
184290	2	170	81	46.63836	33.64416	1051
184310	2	165	61	46.2	33.633	687
184320	2	173	86	47.02301	33.63689	873
184330	2	165	61	46.0958	33.61417	597
184340	2	172	61	46.25869	33.59968	850
184350	2	172	61	46.10555	33.57016	567
184360	2	165	63	46.49532	33.56916	1492
184370	2	170	80	46.71968	33.57399	974
184380	2	172	61	46.33	33.55	1249
184390	2	165	63	46.57132	33.54206	1478
184400	2	80	80	46.87693	33.509	746
184410	2	165	63	46.54136	33.5014	1252
184420	2	171	63	46.48174	33.46367	1087
184430	2	171	63	46.43512	33.46054	1115
184440	2	165	80	46.67795	33.46692	1345
184450	2	165	80	46.78983	33.44283	1099
184460	2	170	80	47	33.433	726
184470	2	172	63	46.26477	33.41731	540
184475	2	171	63	46.6	33.4	1377
184480	2	171	63	46.63287	33.35989	1409
184490	2	171	63	46.77	33.35	1325
184500	2	167	80	46.91397	33.35728	909
184510	2	167	80	46.99343	33.33776	989
184520	2	171	63	46.5	33.33	1241
184530	2	171	63	46.58267	33.31085	1318
184540	2	167	80	47.033	33.3	1061
184550	2	171	63	46.817	33.267	1364
184570	2	171	63	46.6	33.25	1021
184580	2	171	63	46.70074	33.25757	1064
184590	2	169	64	46.91646	33.2308	1243
184600	2	167	78	47.21727	33.22626	669
184610	2	169	64	46.96579	33.18277	1084
184620	2	172	63	46.355	33.15799	296
184630	2	169	64	47.05532	33.14346	1079
184640	2	169	63	46.79945	33.11079	694
184650	2	169	64	46.90985	33.09319	876
184660	2	172	63	46.53337	33.07301	323
184670	2	164	64	47.18844	33.08069	1323
184680	2	168	71	47.54523	33.07031	593
184690	2	169	64	46.883	33.0	756
184700	2	169	64	46.97441	32.98547	624
184710	2	168	71	47.78705	32.95577	460
184720	2	164	65	47.46467	32.94249	766
184730	2	164	71	47.57018	32.89683	805
184740	2	169	63	46.82	32.88	358
184750	2	169	63	46.9	32.867	434
184760	2	164	71	47.7088	32.86268	750
184770	2	169	63	46.97627	32.83059	389
184780	2	169	64	47.05	32.78	360
184800	2	169	64	47.18665	32.73299	227
184810	2	164	71	47.77074	32.75519	411
184820	2	164	66	47.67836	32.72779	499
184830	2	164	71	47.83382	32.73319	408
184840	2	164	71	47.7962	32.65832	328
184850	2	164	71	47.88221	32.62108	269
184860	2	169	65	47.38138	32.51788	131
184870	2	169	66	47.55564	32.48613	138
184880	2	169	65	47.63593	32.41153	141
184890	2	169	69	47.93697	32.36451	185
184900	2	169	65	47.63769	32.32713	80
184910	2	169	65	47.72	32.27	82
186020	1	88	335	50.58979	35.47998	1496
186025	1	88	334	49.5763	35.25858	1939
186030	1	88	334	50.49476	35.30786	1285
186035	1	88	334	50.51672	35.40582	1308
186040	1	88	334	50.11493	35.32515	1712
186045	1	88	334	50.25862	35.24341	1666
186050	2	89	343	49.70879	35.12883	1659
186055	2	89	343	50.26699	35.13058	1542
186060	2	89	343	50.01789	35.13224	1637
186065	2	89	343	50.13357	35.12465	1746
186070	1	89	344	50.27388	35.0528	1195
186075	2	89	343	50.01222	35.0361	1349
186080	1	89	344	50.48681	34.98079	962
186085	2	89	346	49.983333	34.95	1535
186090	1	89	344	50.22161	34.9283	1063
186095	1	89	344	50.57533	34.95601	932
186100	2	84	345	49.89999	34.86995	1310
186105	2	84	346	50.05561	34.85427	1368
186110	2	92	346	49.38002	34.84998	2124
186115	1	122	344	50.57253	34.85982	916
186120	2	84	346	49.81475	34.7834	1778
186125	2	91	346	49.53249	34.75589	1815
186130	2	91	346	49.5013	34.58718	1870
186135	2	84	346	50.10937	34.73896	2151
186140	2	92	350	49.14669	34.73452	1643
186145	2	85	363	50.20204	33.71495	1748
186150	2	91	356	49.5218834	35.9277023	1369
186155	2	84	345	49.58503	34.64454	1860
186160	2	91	356	49.77996	34.62994	2046
186165	2	92	350	49.32995	34.60575	1770
186170	2	86	350	49.04013	34.57854	1651
186175	2	82	356	50.03291	34.56046	2233
186180	2	82	356	49.96309	34.55078	2118
186185	2	91	356	49.68713	34.50395	1783
186190	2	83	350	49.31645	34.50206	1835
186195	2	83	350	49.31743	34.47648	1816
186200	2	83	350	49.29203	34.42653	2019
186205	2	91	356	49.75934	34.39721	1738
186210	1	82	359	50.14585	34.40431	1809
186215	1	82	359	50.29403	34.37294	1711
186220	2	86	351	49.33817	34.345	2036
186225	2	86	351	49.06993	34.32004	1989
186230	2	86	351	49.32768	34.25615	1780
186235	2	83	356	49.57699	34.29533	1757
186240	2	83	356	49.68649	34.25198	1674
186245	2	83	356	49.87212	34.24046	1664
186250	2	86	351	49.31025	34.23031	1777
186255	2	83	356	50.04924	34.19924	1696
186260	2	83	356	49.53437	34.17938	1940
186265	1	87	359	50.70679	34.17031	1926
186270	1	87	360	50.82891	34.13994	2195
186275	2	83	352	49.5511	34.10669	2044
186280	2	83	356	49.70467	34.1078	1727
186285	2	83	356	49.8757	34.08527	1674
186290	1	93	359	50.37736	34.82329	978
186295	2	83	356	49.25849	34.67111	1690
186300	2	90	353	49.28848	34.04488	1884
186305	1	93	359	50.49162	34.07381	1587
186310	1	93	359	50.30469	34.02276	1969
186315	1	87	364	51.01916	34.0403	1863
186320	2	90	354	49.2079	33.99953	1959
186325	2	83	356	49.8219	33.98839	1847
186330	2	83	356	50.03193	33.9775	1989
186335	2	83	356	49.6281	33.93788	2183
186340	2	90	356	49.35267	33.8856	2010
186345	2	83	356	49.88561	33.89988	1884
186350	2	83	356	49.63307	34.13834	1757
186355	2	90	352	49.47062	33.88693	1911
186360	1	93	360	50.57177	33.88401	1542
186365	1	87	361	50.99788	33.89095	2316
186370	1	87	360	50.77723	33.86078	1763
186375	2	90	142	49.14543	33.82852	2117
186380	2	90	352	49.64674	33.81635	2090
186385	2	90	355	49.28074	33.80447	2231
186390	2	85	363	50.15925	33.80199	1904
186395	2	90	142	49.22999	33.77997	2050
186400	2	85	363	49.92999	33.77974	2064
186405	1	87	361	50.85548	33.75558	1840
186410	2	71	143	49.5069	33.70356	1991
186415	2	85	363	50.32203	33.66764	1669
186420	2	85	363	50.16998	33.66998	1761
186425	2	85	363	50.26495	33.67155	1711
186430	2	85	143	49.68531	33.63826	2014
186435	2	85	143	49.3166	33.66833	1926
186440	2	77	140	49.89761	33.45911	2154
186445	2	85	363	49.98407	33.52766	1978
187020	2	66	321	46.25515	36.35704	1664
187025	2	66	318	46.01471	36.32137	1624
187030	2	66	321	46.47349	36.2798	1490
187035	2	62	19	47.33675	36.24683	1984
187040	2	64	23	46.86877	36.23196	2191
187045	2	62	19	47.25139	36.23448	1983
187050	2	66	321	46.12548	36.20449	1523
187055	2	62	19	47.89157	36.21062	1476
187060	2	64	23	47.05004	36.17294	2085
187065	2	66	321	46.55393	36.1714	1581
187070	2	62	19	47.35197	36.16402	1850
187075	2	66	321	46.74705	36.14	1941
187080	2	66	321	46.21389	36.10699	1767
187085	2	66	321	46.34001	36.09003	1492
187090	2	62	19	47.54593	36.10215	1886
187095	2	66	321	46.4856	36.06664	1567
187100	2	61	45	45.74895	36.05795	1523
187105	2	62	23	47.82335	36.05001	1650
187110	2	64	23	47.12252	36.0294	1794
187115	2	61	44	45.66224	35.99205	1565
187120	2	61	44	46.04019	35.94743	1708
187125	2	62	23	47.81406	35.96282	1627
187130	2	66	321	46.32487	35.95286	1631
187135	2	64	23	46.77474	35.93278	2033
187140	2	64	23	47.02231	35.91802	1866
187145	2	64	321	46.58772	35.88536	1793
187150	2	66	321	46.39828	35.86367	1711
187155	2	62	23	47.29638	35.84877	1734
187160	2	62	22	47.96773	35.8228	1876
187165	2	62	23	47.23868	35.79367	1863
187170	2	64	23	47.05209	35.78871	1808
187175	2	64	321	46.65866	35.76449	2163
187180	2	64	23	46.92725	35.77109	2084
187185	2	62	22	47.52837	35.76155	1886
187190	2	70	321	46.43217	35.73656	1903
187195	2	70	43	46.08519	35.66965	1317
187200	2	70	50	46.51852	35.6659	1818
187205	2	67	23	46.94025	35.65285	2134
187210	2	62	22	47.60334	35.63812	1785
187215	2	67	23	46.81287	35.60071	2074
187220	2	67	52	47.26077	35.5792	1971
187225	2	70	50	46.5597	35.52535	1585
187230	2	67	52	47.12759	35.54915	1664
187235	2	70	50	46.4658	35.51432	1574
187240	2	62	22	47.62383	35.51698	1819
187245	2	67	50	46.65638	35.4673	1682
187250	2	67	50	46.81967	35.45815	1827
187255	2	63	22	47.2902	35.43584	1885
187260	2	65	51	46.14906	35.37502	1410
187265	2	68	22	47.59488	35.29894	1781
187270	2	65	50	46.28241	35.36017	1193
187275	2	67	50	46.67822	35.35583	1520
187280	2	67	52	47.01168	35.30712	1461
187285	2	67	50	46.50209	35.32243	1768
187290	2	68	22	47.69547	35.30068	1805
187295	2	67	52	46.8368	35.28739	1768
187300	2	67	52	47.12469	35.2803	1719
187305	2	63	22	47.19948	35.28123	2047
187310	2	63	22	47.41581	35.27981	1821
187315	2	68	22	47.78157	35.2495	1839
187320	2	65	50	46.26517	35.25348	1510
187325	2	63	22	47.45036	35.26081	1805
187327	2	68	22	47.77702	35.2264	1873
187330	2	67	52	46.7863	35.21617	1845
187335	2	67	52	46.80119	35.18407	1659
187340	2	67	52	46.93317	35.1865	1455
187345	2	65	50	46.53603	35.1669	1695
187350	2	67	53	47.10556	35.14706	1851
187352	2	66	321	46.06358	36.14714	1607
187355	2	67	50	46.81914	35.13053	1775
187360	2	65	50	46.55606	35.11869	1530
187365	2	65	50	46.65643	35.11072	1836
187370	2	68	22	47.97116	35.10609	1816
187375	2	69	53	46.94844	35.02764	1426
187380	2	69	50	46.67268	35.01031	1454
187385	2	69	50	46.77296	35.01045	1423
187390	2	69	53	47.12645	34.92936	1577
187395	2	69	89	46.95588	34.86549	1716
187400	2	69	89	46.9543	34.79974	1479
233002	1	30	538	56	36.77	1030
233003	1	0	526	56.28	36.67	886
233004	1	31	538	55.17	36.53	1469
233006	1	0	526	56.62	36.5	1037
233008	1	0	541	55.18	36.44	1320
233012	1	0	538	55.7	36.43	1037
233014	1	0	538	55.47	36.42	1219
233017	1	0	541	55.07	36.38	1265
233019	1	0	541	55.04	36.38	1276
233029	1	0	526	56.41	36.31	795
233034	1	27	539	54.65	36.27	1119
233038	1	66	539	54.57	36.23	1110
233046	1	66	524	56.17	36.2	980
233058	1	0	539	54.17	35.98	1172
233059	1	0	539	54.3	35.93	1103
233062	1	0	539	53.92	35.78	1768
233063	1	0	525	56.57	35.65	1227
233064	1	0	496	53.45	35.6	1127
233068	1	0	496	53.33	35.57	1169
233073	1	0	496	53.45	35.5	1040
233076	1	0	495	53.17	35.47	1171
233077	1	0	493	56.43	35.47	794
233079	1	70	493	56.36	35.46	726
233084	1	62	493	56.83	35.4	1648
233086	1	117	495	53.07	35.37	1132
233091	1	65	493	56.7	35.33	979
233099	1	0	497	52.57	35.25	819
233101	1	0	495	53.16	35.24	879
233102	1	70	497	52.47	35.23	880
233104	1	0	497	52.47	35.22	867
233108	1	0	497	52.5	35.17	809
241014	2	6	18	48.57	36.78	2027
241038	2	6	25	49.23	36.37	2074
241039	2	66	20	48.7	36.32	2051
241041	2	0	18	48.37	36.97	1936
241047	2	9	338	49.38	36.05	1431
241051	2	31	16	48.93	36.93	611
241071	2	34	19	47.42	36.87	1746
241081	2	0	18	48.18	36.83	1421
241111	2	6	25	49.1	36.78	346
241201	2	0	19	47.62	36.55	1595
241221	2	21	18	48.75	36.52	1755
241261	2	0	18	48.78	36.43	1809
241271	2	0	20	48.27	36.42	1716
241291	2	0	20	48.07	36.28	1507
241311	2	66	20	48.55	36.23	1768
241341	2	3	21	48.08	36.03	1573
241421	2	0	21	48.2	35.83	1584
241431	2	0	21	48.47	35.75	1714
253012	1	0	344	50.52	34.75	1020
253013	1	68	344	50.7	34.73	936
253021	1	89	358	50.87	34.65	928
253023	1	222	358	50.83	34.63	937
253024	1	0	358	50.88	34.63	936
253031	1	0	359	50.68	34.58	1085
253032	1	0	359	50.87	34.58	1004
253042	1	0	358	50.98	34.52	925
253052	1	0	358	50.88	34.42	1318
253053	1	0	359	50.4	34.4	1683
253069	1	0	364	51.43	34.01	928
263002	2	399	24	50.68	36.22	2155
263003	2	66	24	50.7	36.2	2172
263008	2	66	365	51.32	36.07	2446
263011	2	9	337	50.65	36.05	1601
263012	2	9	337	50.72	36.05	1859
263013	2	0	365	51.4	36.05	2788
263019	2	64	337	50.62	35.93	1194
263021	2	0	337	50.67	35.92	1227
263028	2	0	337	50.78	35.9	1328
263041	1	0	336	50.7	35.73	1141
263042	1	0	336	50.37	35.72	1182
283029	2	0	338	50.3	36.01	1141
283035	2	0	340	49.52	35.54	2014
311001	2	7	365	51.05	36.02	2221
311042	1	92	364	51.47	34.17	842
311094	1	0	373	51.22	33.32	1915
311102	1	0	371	51.7	33.25	2000
311103	2	173	362	50.67	33.23	2190
311119	2	164	362	49.92	33.07	3279
311126	2	0	380	50.23	32.88	2502
311136	2	0	384	50.42	32.67	2237
311139	1	0	374	51.37	32.6	1640
311146	2	0	112	49.77	32.43	2550
311148	2	0	384	50.27	32.38	2895
311149	1	164	369	52.55	32.37	1478
311164	2	0	125	51.47	31.8	2398
311166	1	0	386	51.72	31.68	2564
311167	2	0	123	51.5	31.48	2847
341002	1	0	465	57.17	30.83	1861
341003	1	0	564	56.58	30.82	1678
341004	1	0	465	57.1	30.8	1889
341009	1	0	564	57.02	30.67	2583
341027	1	0	555	56.18	30.33	1630
341037	1	0	559	57.15	30.28	1796
341052	1	0	559	57.05	30.12	1810
341054	1	292	559	57.3	30.08	1878
341056	1	292	427	55.2	30.07	1842
341057	1	292	559	57.32	30.07	1970
341062	1	0	427	55.25	30.03	1841
341064	1	0	430	55.42	30.02	1852
341067	1	0	558	56.58	29.94	2040
341069	1	0	435	55.73	29.87	2261
341072	1	0	558	56.2	29.83	2574
341074	1	216	477	57.58	29.78	2496
341082	1	0	445	56.42	29.58	3282
341098	1	0	435	55.83	29.27	1721
341102	1	136	444	56.38	29.22	2348
341104	1	136	434	55.5	29.22	1729
341105	1	0	478	57.33	29.22	2703
341115	1	145	444	56.62	29.03	2050
341122	1	0	435	55.98	28.98	1780
341124	1	0	438	57.93	28.88	2612
341128	1	203	438	57.47	28.78	1211
341129	1	145	476	58.51	28.76	1015
341134	1	145	438	57.7	28.63	665
341138	1	202	438	58.13	28.58	1736
341139	1	326	242	56.48	28.48	1197
341155	1	0	242	56.87	28.3	1589
341157	1	0	243	56.98	28.3	1968
341162	1	203	284	57.37	28.18	644
341167	1	0	436	57.72	27.97	490
341172	1	0	448	57.88	27.52	406
351002	1	80	461	55.55	33.0	1251
351006	1	0	553	54.42	32.53	1347
351007	1	0	549	53.68	32.45	1118
351008	1	0	554	54.63	32.43	2460
351009	1	0	550	54.5	32.4	2008
351016	1	0	550	54	32.25	1081
351021	1	300	550	54.22	32.05	1138
351023	1	0	463	55.97	31.93	1386
351039	1	0	550	54.56	31.75	1284
351046	1	0	554	55.37	31.65	974
351048	1	339	551	53.82	31.63	2508
351063	1	0	550	54.43	31.53	1534
351068	1	0	550	54.6	31.5	1464
351071	1	0	561	55.8	31.48	2250
351084	1	0	417	53.17	31.17	1560
351087	1	135	417	53.03	31.02	1728
351089	1	0	417	53.28	31.0	1518
351093	1	0	425	54.38	30.02	1640
351094	1	216	425	54.12	29.92	1911
381001	2	0	382	50.57	32.95	3297
381007	2	0	384	50.6	32.58	2478
381010	2	0	378	50.97	32.52	2030
381020	2	0	129	50.55	32.32	2881
381021	2	0	129	50.65	32.32	2130
381022	2	164	131	50.75	32.3	2295
381023	2	164	131	50.75	32.3	2295
381025	2	286	131	50.87	32.2	2126
381028	2	0	131	50.82	32.13	2531
381033	2	300	128	50.6	32.05	1764
381035	2	0	126	50.45	32.0	2322
381041	2	169	122	50.45	31.73	1436
381042	2	169	124	51.28	31.73	2201
381046	2	0	120	50.45	31.58	1475
381051	2	0	114	51.15	31.15	2004
411035	2	357	327	47.13	38.35	2752
411036	2	26	326	46.08	38.33	1629
411045	2	353	326	46.52	38.21	1789
411056	2	362	327	47.17	38.06	1632
411068	2	20	322	46.36	37.56	2153
411072	2	0	17	47.42	37.53	1593
411083	2	354	17	47.59	37.47	1322
411105	2	0	317	46.25	37.27	1496
411116	2	361	17	47.09	37.19	1830
411127	2	0	17	47.47	37.11	1374
411130	2	356	319	46.55	37.08	1861
441001	2	29	0	44.38	39.46	1420
441009	2	35	11	44.27	39.25	2169
441031	2	24	8	45.15	38.78	1003
441036	2	24	8	44.9	38.72	1448
441037	2	24	8	45.2	38.72	1222
441038	2	24	8	44.37	38.67	2234
441039	2	24	8	44.82	38.63	1436
441043	2	24	8	44.47	38.48	1871
441061	2	20	308	45.05	38.07	1570
441066	2	20	309	45	37.87	1337
441076	2	0	16	44.42	37.54	2127
441084	2	239	309	45.03	37.23	1947
441101	2	0	314	45.5	36.98	1293
441109	2	239	46	45.33	36.82	1596
441113	2	34	46	45.13	36.78	1647
441114	2	32	314	45.57	36.78	1725
441117	2	34	46	45.13	36.7	1493
441118	2	34	46	45.2	36.7	1406
441119	2	34	318	46.03	36.7	1554
441122	2	363	320	47.03	36.68	2092
441123	2	0	318	45.97	36.67	1664
441124	2	0	319	46.55	36.67	1342
441131	2	0	316	45.55	36.53	1815
441132	2	31	318	46.2	36.53	1335
441133	2	0	46	45.43	36.53	1916
441157	2	25	45	45.55	36.17	1104
451006	2	29	0	48.23	39.45	101
451011	2	28	0	48.06	39.16	459
451013	2	35	0	48.08	39.05	890
451031	2	0	2	48.45	38.4	1397
451033	2	353	1	47.66	38.37	1520
451047	2	20	2	48.02	38.03	1593
451048	2	320	2	48.06	38.01	1804
561012	1	0	457	58.47	33.85	1388
561018	1	165	570	59	33.73	1763
561024	1	0	459	59.23	33.32	1646
561047	1	274	579	59.78	32.6	1883
561057	1	0	577	60.48	32.28	1124
561083	1	149	582	60.3	31.01	1172
585012	2	26	36	56.55	38.12	1152
585013	2	26	36	56.55	38.12	1152
585026	2	20	38	57.7	37.9	1701
611018	2	0	68	48.15	32.12	87
611020	2	0	136	48.52	32.11	49
611078	2	0	144	49.5	30.42	13
711029	1	54	405	53.193	30.613	2313
711041	1	0	420	53.632	30.468	2227
711083	2	292	402	53.146	30.082	1799
711086	2	136	412	52.401	29.627	1721
711109	2	216	412	52.414	29.794	1798
711127	2	136	412	52.45	29.65	1697
711128	2	0	412	52.433	29.633	1662
711131	1	0	390	53.269	29.744	1584
711147	2	136	413	52.692	29.438	1531
711163	1	136	432	54.834	29.362	1799
711167	2	145	415	53.01	29.298	1484
711186	2	0	397	54.041	29.13	1738
711209	2	0	209	53.778	28.877	1271
711221	2	0	175	52.09	28.854	797
711253	1	0	394	53.863	29.719	1581
711256	2	136	400	53.157	29.625	1576
711266	1	133	249	54.428	28.36	1041
711273	1	0	224	53.983	28.261	873
711312	1	134	196	53.512	27.434	503
761001	1	145	240	55.85	28.63	1488
761002	1	133	244	55.67	28.61	1482
761004	1	133	242	56.33	28.58	1765
761012	1	0	246	55.48	28.11	754
761013	1	138	239	55.67	28.1	661
761048	1	0	229	55.67	27.21	32
761049	1	155	278	57.33	27.2	188
761053	1	140	271	56	27.18	275
761056	1	144	274	56.67	27.16	7
761084	1	138	260	54.22	26.83	33
761088	1	138	287	57.42	26.83	212
761092	1	158	290	57.87	26.75	1211
761103	1	0	287	57.67	26.65	1304
761106	1	162	288	57.13	26.58	31
761111	1	0	288	57.15	26.5	19
761114	1	146	290	57.67	26.43	815
761119	1	146	290	57.68	26.38	841
761121	1	146	288	57.53	26.36	926
761127	1	162	291	58.67	26.33	778
761136	1	139	288	57.33	26.26	96
761137	1	139	299	55.67	26.25	0
761144	1	142	289	57.58	26.01	153
761146	1	142	288	57.33	25.98	84
761147	1	160	289	54.53	25.92	8
761148	1	160	288	57.32	25.88	10
771021	2	0	560	50.52	29.57	11
771031	2	0	170	51.33	29.43	593
771032	2	0	170	51.12	29.38	38
771034	2	0	170	51.07	29.28	23
771041	2	136	170	51.12	29.2	30
771048	2	0	179	51.03	28.98	10
771057	2	0	179	51.2	28.87	33
771059	2	0	434	50.87	28.83	0
771064	2	0	179	51.43	28.78	473
771099	2	140	257	52.35	27.67	151
771101	1	133	257	52.48	27.63	62
771102	1	138	258	52.75	27.42	21
771103	2	0	229	52.01	27.38	0
811074	2	222	97	48.3	34.63	1821
841012	2	234	60	45.98	33.8	858
841041	2	173	81	46.82	33.63	789
841044	2	166	61	46.22	33.57	902
841057	2	172	62	46.18	33.47	631
841077	2	165	63	46.55	33.25	875
841086	2	80	78	47.4	33.13	635
841094	2	80	65	47.42	32.98	852
841119	2	0	69	47.83	32.42	161
871031	2	70	50	46.3	35.63	1564
1310251	2	397	14	49.65	37.08333333	82
3410231	1	0	555	55.38	30.31	2671
4110011	2	351	0	47.03	39.18	228
4110301	2	357	330	45.8	38.35	1788
4110611	2	344	325	45.98	37.75	1403
4110801	2	348	322	46.13	37.32	1315
4410101	2	35	11	44.38	39.07	1814
4410161	2	35	7	44.46	38.96	2485
4410181	2	36	5	45.26	38.85	928
4410391	2	20	311	44.79	37.58	1628
4410451	2	31	317	46.15	37.0	1302
4410521	2	22	318	46.17	36.65	1333
4510041	2	316	0	48.23	39.45	101
4510081	2	324	0	48.06	39.16	459
4510321	2	322	2	48	38.08	1711
5110471	1	250	532	57.216667	36.7	1114
5110631	1	254	532	58.07	36.5	1184
5110921	1	260	599	60.933333	36.2	440
5610261	1	0	460	61	33.6	720
5610651	1	281	581	60.42	31.9	1181
5610681	1	281	581	60.4	31.73	1202
5840441	2	241	40	56.927238	37.559182	757
6110251	2	307	67	48.06666667	31.45	20
7110011	1	364	417	52.68	31.24	2264
7710021	2	388	160	51.01	30.12	678
7710571	2	329	284	51.28333333	28.25	14
7710611	2	327	185	52.06666667	28.03333333	340
7710661	2	330	257	51.8	27.85	8
7710671	2	215	257	51.68333333	27.83333333	11
119999001	2	263	42	58.716667	37.183333	1495
119999002	2	263	42	58.698333	37.208889	1510
119999003	2	263	42	58.528611	37.110556	1327
119999004	2	263	42	58.698333	37.208889	1510
119999005	2	240	42	58.2	37.216667	1223
119999006	2	239	42	57.933333	37.4	1105
119999007	2	240	42	58.2	37.3	1179
119999008	2	239	42	58.033333	37.7	1789
119999010	2	239	38	57.883333	37.6	1537
119999011	2	239	42	57.95	37.6	1498
119999013	2	239	42	57.733333	37.433333	1055
119999014	2	236	41	57.3	37.466667	1095
119999015	2	236	41	57.25	37.35	1369
119999016	2	241	40	56.733333	37.5	858
119999018	2	241	39	56.4	37.616667	770
119999019	2	236	41	57.433333	37.466667	1172
119999020	2	241	38	56.633333	37.983333	868
119999021	2	236	41	57.440833	37.494444	991
119999023	2	236	38	57.433333	37.666667	1056
119999024	2	422	35	55.266667	37.983333	73
119999026	2	422	35	54.716667	37.45	13
119999027	2	236	38	57.2825	37.809722	938
119999028	2	421	35	54.183333	37.15	-18
119999029	2	241	38	57.016667	37.65	609
119999031	2	241	40	56.745833	37.439167	1021
119999033	2	241	40	56.938611	37.500833	901
119999035	2	241	40	56.982222	37.604444	681
119999037	2	241	38	56.983333	37.666667	597
119999038	2	241	38	56.91	37.7	549
119999039	2	241	38	56.910278	37.698889	543
119999044	2	236	41	57.35	37.283333	1805
119999045	2	417	37	56.25	37.916667	305
119999047	2	417	37	55.95	37.916667	214
119999050	2	422	35	55.083333	37.433333	40
119999051	2	238	36	56.365556	38.173333	590
119999052	2	238	36	56.65	38.166667	934
119999053	2	238	36	56.73514	38.252769	943
119999054	2	236	41	57.3	37.45	1145
119999056	2	422	35	55.083333	37.433333	40
119999057	2	422	13	54.816667	37.683333	35
119999067	2	422	328	54.821944	37.683889	34
119999069	2	422	13	54.8	37.633333	39
119999073	2	422	37	55.516667	37.95	74
119999075	2	422	35	54.8	37.533333	9
119999086	2	236	41	57.333333	37.333333	1690
119999101	2	241	38	57.185556	37.750278	789
119999130	2	417	33	56	37.65	1217
119999160	2	422	35	55.166667	37.65	166
119999175	2	417	37	55.983333	37.8	473
